cell	node	doublet
2140	2	no
2141	2	no
2142	4	no
2143	4	no
2144	4	no
2145	4	no
2146	4	no
2147	4	no
2148	4	no
2149	2	no
2150	2	no
2151	4	no
2152	4	no
2153	4	no
2154	2	no
2155	4	no
2156	4	no
2157	4	no
2158	4	no
2159	4	no
2160	4	no
2161	4	no
2162	0	no
2163	4	no
2164	2	no
2165	4	no
2166	0	no
2167	0	no
2168	0	no
2169	2	no
2170	4	no
2171	4	no
2172	4	no
2173	2	no
2174	2	no
2175	4	no
2176	4	no
2177	2	no
2178	4	no
2179	2	no
2180	0	no
2181	4	no
2182	2	no
2183	4	no
2184	2	no
2185	1	no
2186	2	no
2187	2	no
2188	2	no
2189	4	no
2190	4	no
2191	4	no
2192	4	no
2193	5	no
2194	2	no
2195	5	no
2196	1	no
2197	2	no
2198	2	no
2199	4	no
2200	4	no
2201	4	no
2202	4	no
2203	4	no
2204	4	no
2205	1	no
2206	4	no
2207	4	no
2208	2	no
2209	4	no
2210	0	no
2211	4	no
2212	4	no
2213	4	no
2214	4	no
2215	4	no
2216	2	no
2217	3	no
2218	2	no
2219	2	no
2220	2	no
2221	4	no
2222	4	no
2223	2	no
2224	4	no
2225	4	no
2226	4	no
2227	4	no
2228	4	no
2229	1	no
2230	2	no
2231	4	no
2232	2	no
2233	4	no
2234	4	no
2235	2	no
2236	4	no
2237	4	no
2238	2	no
2239	4	no
2240	4	no
2241	4	no
2242	2	no
2243	4	no
2244	1	no
2245	2	no
2246	4	no
2247	4	no
2248	4	no
2249	2	no
2250	4	no
2251	4	no
2252	2	no
2253	4	no
2254	2	no
2255	4	no
2256	4	no
2257	2	no
2258	4	no
2259	2	no
2260	5	no
2261	4	no
2262	4	no
2263	2	no
2264	4	no
2265	2	no
2266	2	no
2267	4	no
2268	4	no
2269	4	no
2270	2	no
2271	4	no
2272	2	no
2273	4	no
2274	4	no
2275	2	no
2276	4	no
2277	4	no
2278	4	no
2279	4	no
2280	4	no
2281	4	no
2282	4	no
2283	4	no
2284	2	no
2285	2	no
2286	3	no
2287	4	no
2288	4	no
2289	2	no
2290	4	no
2291	2	no
2292	4	no
2293	2	no
2294	4	no
2295	2	no
2296	4	no
2297	5	no
2298	1	no
2299	4	no
2300	0	no
2301	0	no
2302	4	no
2303	2	no
2304	1	no
2305	4	no
2306	4	no
2307	4	no
2308	4	no
2309	4	no
2310	0	no
2311	2	no
2312	1	no
2313	4	no
2314	1	no
2315	0	no
2316	5	no
2317	5	no
2318	1	no
2319	0	no
2320	2	no
2321	4	no
2322	2	no
2323	4	no
2324	4	no
2325	4	no
2326	2	no
2327	2	no
2328	4	no
2329	2	no
2330	4	no
2331	4	no
2332	1	no
2333	5	no
2334	4	no
2335	4	no
2336	2	no
2337	4	no
2338	4	no
2339	4	no
2340	4	no
2341	5	no
2342	4	no
2343	4	no
2344	4	no
2345	4	no
2346	4	no
2347	1	no
2348	4	no
2349	4	no
2350	4	no
2351	2	no
2352	2	no
2353	0	no
2354	4	no
2355	4	no
2356	4	no
2357	0	no
2358	4	no
2359	2	no
2360	4	no
2361	2	no
2362	2	no
2363	4	no
2364	4	no
2365	2	no
2366	2	no
2367	5	no
2368	0	no
2369	0	no
2370	4	no
2371	4	no
2372	2	no
2373	2	no
2374	4	no
2375	2	no
2376	4	no
2377	2	no
2378	2	no
2379	4	no
2380	4	no
2381	4	no
2382	4	no
2383	4	no
2384	4	no
2385	1	no
2386	4	no
2387	2	no
2388	4	no
2389	4	no
2390	2	no
2391	4	no
2392	0	no
2393	4	no
2394	4	no
2395	4	no
2396	4	no
2397	4	no
2398	4	no
2399	2	no
2400	2	no
2401	4	no
2402	4	no
2403	2	no
2404	4	no
2405	4	no
2406	2	no
2407	2	no
2408	4	no
2409	4	no
2410	4	no
2411	1	no
2412	2	no
2413	4	no
2414	4	no
2415	4	no
2416	4	no
2417	4	no
2418	5	no
2419	2	no
2420	4	no
2421	2	no
2422	2	no
2423	4	no
2424	4	no
2425	0	no
2426	4	no
2427	4	no
2428	2	no
2429	2	no
2430	2	no
2431	4	no
2432	4	no
2433	1	no
2434	4	no
2435	4	no
2436	2	no
2437	2	no
2438	4	no
2439	4	no
2440	4	no
2441	4	no
2442	0	no
2443	4	no
2444	4	no
2445	2	no
2446	4	no
2447	0	no
2448	2	no
2449	2	no
2450	4	no
2451	3	no
2452	0	no
2453	2	no
2454	4	no
2455	2	no
2456	4	no
2457	2	no
2458	1	no
2459	5	no
2460	2	no
2461	4	no
2462	4	no
2463	4	no
2464	4	no
2465	4	no
2466	4	no
2467	4	no
2468	0	no
2469	2	no
2470	4	no
2471	4	no
2472	4	no
2473	2	no
2474	4	no
2475	4	no
2476	0	no
2477	4	no
2478	5	no
2479	2	no
2480	4	no
2481	2	no
2482	2	no
2483	4	no
2484	4	no
2485	4	no
2486	4	no
2487	2	no
2488	2	no
2489	0	no
2490	5	no
2491	4	no
2492	4	no
2493	4	no
2494	4	no
2495	0	no
2496	3	no
2497	4	no
2498	4	no
2499	4	no
2500	0	no
2501	4	no
2502	4	no
2503	4	no
2504	4	no
2505	2	no
2506	4	no
2507	2	no
2508	2	no
2509	2	no
2510	4	no
2511	4	no
2512	4	no
2513	4	no
2514	4	no
2515	2	no
2516	4	no
2517	5	no
2518	4	no
2519	4	no
2520	4	no
2521	0	no
2522	4	no
2523	2	no
2524	4	no
2525	4	no
2526	2	no
2527	4	no
2528	2	no
2529	2	no
2530	2	no
2531	4	no
2532	1	no
2533	4	no
2534	2	no
2535	2	no
2536	2	no
2537	2	no
2538	4	no
2539	4	no
2540	4	no
2541	4	no
2542	4	no
2543	4	no
2544	4	no
2545	4	no
2546	2	no
2547	2	no
2548	4	no
2549	2	no
2550	4	no
2551	4	no
2552	5	no
2553	4	no
2554	4	no
2555	5	no
2556	4	no
2557	4	no
2558	0	no
2559	2	no
2560	2	no
2561	0	no
2562	0	no
2563	4	no
2564	4	no
2565	2	no
2566	0	no
2567	0	no
2568	2	no
2569	4	no
2570	4	no
2571	4	no
2572	4	no
2573	4	no
2574	2	no
2575	2	no
2576	4	no
2577	4	no
2578	4	no
2579	4	no
2580	2	no
2581	4	no
2582	4	no
2583	2	no
2584	4	no
2585	2	no
2586	4	no
2587	0	no
2588	2	no
2589	2	no
2590	2	no
2591	2	no
2592	4	no
2593	2	no
2594	2	no
2595	4	no
2596	0	no
2597	0	no
2598	4	no
2599	4	no
2600	2	no
2601	2	no
2602	2	no
2603	4	no
2604	4	no
2605	4	no
2606	5	no
2607	4	no
2608	4	no
2609	4	no
2610	1	no
2611	5	no
2612	2	no
2613	2	no
2614	4	no
2615	4	no
2616	4	no
2617	4	no
2618	4	no
2619	4	no
2620	5	no
2621	4	no
2622	0	no
2623	4	no
2624	4	no
2625	1	no
2626	2	no
2627	0	no
2628	1	no
2629	4	no
2630	4	no
2631	4	no
2632	1	no
2633	4	no
2634	0	no
2635	2	no
2636	2	no
2637	4	no
2638	4	no
2639	4	no
2640	2	no
2641	0	no
2642	4	no
2643	4	no
2644	4	no
2645	2	no
2646	0	no
2647	2	no
2648	2	no
2649	4	no
2650	4	no
2651	2	no
2652	2	no
2653	2	no
2654	2	no
2655	4	no
2656	4	no
2657	0	no
